Enseigne;sycron;anabel;adresse;cp;villes;telephone;serveur;caisse;Type caisse;Msge;NCR;DN;Trt sco
CONTACT\2247 WASSELONNE;2247;1514;3 RUE DE ROMANSWILLER;67310;WASSELONNE;33388870149;LV1;02K_WI2;S2;#REF!;;;
CONTACT\2248 WINGEN SUR MODER;2248;1569;22 RUE PRINCIPALE;67290;WINGEN SUR MODER;33388898346;LV1;03K_WM3;M3;#REF!;;;
CONTACT\2278 BASTIA IMPERIALE;2278;1393;ROUTE IMPERIALE;20600;BASTIA;33495302101;LV1;04K_WI2;S2;#REF!;;;
CONTACT\2281 DIEMOZ;2281;1396;LIEU DIT GRANGE NEUVE;38790;DIEMOZ;33472705274;LV4;04K_WI2;S2;#REF!;;;
CONTACT\2283 LORMONT;2283;1556;9001 RUE MARC TALLAVI;33310;LORMONT;33556208045;LV2;03K_WM3_L5000-USB;M3;#REF!;;;
CONTACT\2284 CHABRIGNAC;2284;1558;RUE MAYNE;19350;CHABRIGNAC;33555256769;LV1;04K_WI2;S2;#REF!;;;
CONTACT\2285 VENIZEL;2285;1568;5 RUE D'ACY;2200;VENIZEL;33323546323;LV1;03K_WI2;S2;#REF!;;;
CONTACT\2290 SAINT ANTONIN NOBLE VAL FONTALES;2290;1557;115 ZA FONTALES;82140;SAINT ANTONIN NOBLE VAL FONTAL;33563024980;LV1;05K_WM3;M3;#REF!;;;
CONTACT\2294 PLOUVORN;2294;1559;3 RUE DES CHATAIGNIER;29420;PLOUVORN;33298680405;LV1;03K_WI2;S2;#REF!;;;
CONTACT\2304 LA FRANCAISE;2304;1577;LIEU DIT RIVAL;82130;LA FRANCAISE;33563261341;LV1;04K_WM3_L5000-USB;M3;#REF!;;;
CONTACT\2322 ENTZHEIM;2322;1616;ALLEE DES FORGERONS;67960;ENTZHEIM;33390000930;LV1;03K_WI2;S2;#REF!;;;
CONTACT\2323 MOLSHEIM;2323;1634;2 RUE DU DEPUTE LEHN;67120;MOLSHEIM;33388382017;LV1;02K_WM3;M3;#REF!;;;
CONTACT\2334 QUIMPER KERMOYSAN QUATRE VENT;2334;1598;RUE DES 4 VENTS;29000;QUIMPER;33298550019;LV1;03K_WI2;S2;#REF!;;;
CONTACT\2341 BARFLEUR;2341;1660;132 RUE ST THOMAS;50760;BARFLEUR;33233231353;LV2;03K_WM3;M3;#REF!;;;
CONTACT\2371 MILIZAC;2371;1623;250 RUE DU GENERALE DE GAULLE;29290;MILIZAC;33298079006;KO;KO;KO;#REF!;;;
CONTACT\2389 SAINT LAURENT SUR SEVRE;2389;1686;1 RUE DES MARTYRS;85290;SAINT LAURENT SUR SEVRE;33251646290;LV2;04K_WI2;S2;#REF!;;;
CONTACT\2390 POTIGNY;2390;1690;RD 240 LIEU DIT LA GLACIERE;14420;POTIGNY;33231909684;LV4;04K_WM3;M3;#REF!;;;
CONTACT\2397 VITRY SUR ORNE;2397;1732;RUE LOUIS ARAGON;57185;VITRY SUR ORNE;33967511982;LV1;03K_WI2;S2;#REF!;;;
CONTACT\2399 BIARRITZ;2399;1712;RUE GUY PETIT;64200;BIARRITZ;33559241961;LV1;04K_WI2;S2;#REF!;;;
CONTACT\2401 SAILLY SUR LA LYS;2401;1736;1173 RUE DE LA LYS;62840;SALLY SUR LYS;33321264650;LV1;02K_WI2;S2;#REF!;;;
CONTACT\2414 SAINT PAUL DES LANDES;2414;1714;1 RUE DE BRIVE;15250;SAINT PAUL DES LANDES;33471486110;LV1;03K_WM3_L5000-USB;M3;#REF!;;;
CONTACT\2432 VENCE;2432;1786;976 AVENUE RHIN ET DANUBE;6140;VENCE;33493587276;LV1;04K_WI2;S2;#REF!;;;
CONTACT\2436 ALBI BUISSON;2436;1747;RUE DES 3 BUISSONS;81000;ALBI;33563561043;LV1;04K_WM3;M3;#REF!;;;
CONTACT\2439 BEDEE;2439;1792;PLACE DU LIEUTENANT LOUESSARD;35137;BEDEE;33299070062;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2443 BOUXIERES AUX DAMES;2443;1783;85, RUE RAYMOND POINCARE;54136;BOUXIERES AUX DAMES;33383357652;LV2;02K_WM3;M3;#REF!;;;
CONTACT\2445 CAESTRE;2445;1785;ROUTE D'HAZEBROUCK;59190;CAESTRE;33328422893;LV2;02K_WM3;M3;#REF!;;;
CONTACT\2448 CHATILLON SUR SEINE;2448;2667;13, AVENUE EDOUARD HERRIOT;21400;CHATILLON;33380914484;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2449 CHOLET RAMBOURG;2449;1791;40 RUE DE RAMBOURG;49300;CHOLET;33241300847;LV3;03K_WM3_L5000-USB;M3;#REF!;;;
CONTACT\2451 FONTENILLES PICHETTE;2451;1782;LIEUDIT PICHETTE - ROUTE DE SAINT LYS;31470;FONTENILLES;33561567783;LV2;04K_WI2;S2;#REF!;;;
CONTACT\2452 FRANOIS;2452;1800;ROUTE DEPARTEMENTALE 11;25770;FRANOIS;33381850647;LV2;03K_WM3;M3;#REF!;;;
CONTACT\2456 LAGARDE;2456;1740;683 AVENUE DELATTRE DE TASSIGNY;83130;LAGARDE;33494031413;LV2;05K_WI2;S2;#REF!;;;
CONTACT\2458 LANCON DE PROVENCE;2458;1741;QUARTIER DES CADENETS - AV. DE LA 1ERE ARMEE FRANCAISE;13680;LANCON DE PROVENCE;33442860134;LV2;05K_WI2;S2;#REF!;;;
CONTACT\2462 MONTREUIL JUIGNE;2462;1796;5 RUE VICTOR HUGO;49460;MONTREUIL JUIGNE;33241875299;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2463 NEUVILLE EN FERRAIN;2463;1833;RUE DE TOURCOING;59960;NEUVILLE EN FERRAIN;33320279885;LV1;03K_WI2;S2;#REF!;;;
CONTACT\2475 SAINT LAURENT DES AUTELS;2475;1744;17 RUE DU VAL DE LOIRE;49270;SAINT LAURENT DES AUTELS;33240097451;LV3;04K_WI2;S2;#REF!;;;
CONTACT\2476 SAINTE TULLE;2476;3095;LIEU DIT LES AIRES;4220;SAINTE TULLE;33492726389;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2477 VERRIERES LE BUISSON;2477;1751;1 RUE DES PETITS RUISSEAUX;91370;VERRIERES LE BUISSON;33169530854;LV2;04K_WM3_L5000-USB_1SCO-NCR;M3;#REF!;NCR;;NCR
CONTACT\2478 VILLENEUVE TOLOSANE;2478;1781;2-4 ROUTE DE ROQUES;31270;VILLENEUVE TOLOSANE;33534601733;LV2;04K_WM3;M3;#REF!;;;
CONTACT\2485 VIVIERS;2485;1743;RN 86 - QUARTIER PLAN ZOLLES;7720;VIVIERS;33475964177;LV1;02K_WI2;S2;#REF!;;;
CONTACT\2492 AURIGNAC;2492;1779;D635 - ZA COUMATOU;31420;AURIGNAC;33561977245;LV1;04K_WI2;S2;#REF!;;;
CONTACT\2497 PHALEMPIN LEBAS;2497;1921;47 RUE JEAN-BASTITE LEBAS;59133;PHALEMPIN;33320580865;LV2;03K_WM3_L5000-USB;M3;#REF!;;;
CONTACT\2505 ABSCON ZOLA;2505;1954;RUE EMILE ZOLA;59125;ABSCON;33327355604;LV4;02K_WI2;S2;#REF!;;;
CONTACT\2512 ALFORTVILLE PVC 194;2512;3193;194 AVE PAUL VAILLANT COUTURIER;94130;ALFORTVILLE;33143755034;LV3;03K_WI2;S2;#REF!;;;
CONTACT\2523 AUBEVOYE;2523;6492;RUE DE LA CHARTREUSE;27940;AUBEVOYE;33232216344;LV2;02K_WI2;S2;#REF!;;;
CONTACT\2528 BARJOLS;2528;1986;ROUTE DE MARSEILLE;83670;BARJOLS;33494374986;LV1;04K_WI2;S2;#REF!;;;
CONTACT\2535 BESANCON CHARIGNEY;2535;1838;1, RUE DE CHARIGNEY - RUE SCHWEITZER;25000;BESANCON;33381470136;LV2;04K_WI2;S2;#REF!;;;
CONTACT\2538 BEZONS;2538;3200;77, RUE EDOUARD VAILLANT;95870;BEZONS;33139815386;LV2;04K_WI2;S2;#REF!;;;
CONTACT\2552 CANNES ESTEREL;2552;1721;1 BOULEVARD DE L'ESTEREL;6150;CANNES;33493496983;LV3;03K_WI2;S2;#REF!;;;
CONTACT\2553 CARCASSONE;2553;1938;25, AVENUE HENRI GOUT;11000;CARCASSONNE;33468715126;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2556 CHALON EN CHAMPAGNE;2556;1837;PLACE DU MARCHE;51000;CHALONS-EN-CHAMPAGNE;33326223835;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2558 CHAMPIGNY SUR MARNE;2558;2658;CENTRE COMMERCIAL DU BOIS L'ABBE;94500;CHAMPIGNY SUR MARNE;33148815110;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2567 CLERMONT SUR OISE;2567;2673;62-64, BOULEVARD MAURICE POURCHON;60600;CLERMONT-SUR-OISE;33344514770;LV3;03K_WI2;S2;#REF!;;;
CONTACT\2572 COMBS LA VILLE;2572;6504;9-13 AVE DE QUINCY;77300;COMBS LA VILLE;33160601389;LV1;03K_WI2;S2;#REF!;;;
CONTACT\2575 CORNE;2575;2679;11 RUE DE BELLEVUE;49630;CORNE;33241441878;LV3;03K_WI2;S2;#REF!;;;
CONTACT\2581 CRIEL SUR MER;2581;2687;ROUTE DE TOUFFREVILLE;76910;CRIEL-SUR-MER;33235041640;LV3;03K_WI2;S2;#REF!;;;
CONTACT\2582 DEUIL LA BARRE;2582;6520;19 ROUTE DE SAINT DENIS;95170;DEUIL-LA-BARRE;33134051095;LV2;04K_WM3;M3;#REF!;;;
CONTACT\2584 DOUCHY LES MINES;2584;2696;197 AVENUE DE LA REPUBLIQUE;59282;DOUCHY LES MINES;33327333164;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2585 DOURGES FAURE;2585;3222;20 RUE FELIX FAURE;62119;DOURGES;33321492542;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2593 BUCHERES;2593;1828;1 ROUTE DE MAISONS BLANCHES;10800;BUCHERES;33325816767;LV1;03K_WM3_L5000-USB;M3;#REF!;;;
CONTACT\2596 ELANCOURT;2596;3153;CC DES TEMPLIERS;78990;ELANCOURT;33130698037;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2599 EPINAY SUR ORGE;2599;2704;142-144 GRANDE RUE;91360;EPINAY SUR ORGE;33169109286;LV2;02K_WI2;S2;#REF!;;;
CONTACT\2603 FAMARS;2603;2712;37 TER RUE ROGER SALENGRO;59300;SAINT GIRONS;33327253703;LV2;02K_WI2;S2;#REF!;;;
CONTACT\2605 FOIX;2605;2715;RUE BRUILHOLS;9000;FOIX;33951030376;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2606 FONTAINE CURIE;2606;1943;39, BOULEVARD JOLIOT CURIE;38600;FONTAINE;33476463771;LV3;03K_WI2;S2;#REF!;;;
CONTACT\2612 FRESNES PASTEUR 38;2612;3227;38, BOULEVARD PASTEUR;94260;FRESNES;33146204627;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2618 GRANDCHAMPS DES FONTAINES;2618;3231;1 RUE DE LA VERTIERE;44119;GRANDCHAMPS DES FONTAINES;33251121762;LV2;02K_WI2;S2;#REF!;;;
CONTACT\2620 GRENOBLE ARGOUGES;2620;1925;14, RUE DES ARGOUGES;38100;GRENOBLE;33476030248;LV2;04K_WI2;S2;#REF!;;;
CONTACT\2621 GRETZ ARMAINVILLIERS;2621;2736;54 RUE DE PARIS;77220;GRETZ ARMAINVILLIERS;33164072631;LV2;04K_WI2;S2;#REF!;;;
CONTACT\2622 GUEUGNON;2622;2737;ROUTE DE RIGNY;71130;GUEUGNON;33385855747;LV2;02K_WI2;S2;#REF!;;;
CONTACT\2626 HARNES;2626;2743;21 RUE DES FUSILLES;62440;HARNES;33321766529;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2627 HELLEMMES LILLE SALENGRO;2627;2745;236 RUE ROGER SALENGRO;59260;HELLEMMES;33320331036;LV1;04K_WI2;S2;#REF!;;;
CONTACT\2629 HERBLAY;2629;3236;135 RUE DE CONFLANS;95220;HERBLAY;33139317006;LV1;04K_WI2;S2;#REF!;;;
CONTACT\2632 HESINGUE SAINT LOUIS;2632;3239;RUE DE SAINT-LOUIS;68220;HESINGUE;;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2633 HYERES TOULON;2633;2752;1171, ROUTE DE TOULON;83400;HYERES;33494030751;LV2;04K_WI2;S2;#REF!;;;
CONTACT\2637 IVRY SUR SEINE MICHELET;2637;2837;26 RUE MICHELET;94200;IVRY-SUR-SEINE;33146713295;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2646 LA GAUDE;2646;2763;ROUTE DE CAGNES SUR MER;6610;LA GAUDE;33493583944;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2647 LA ROCHELLE NORMANDIN;2647;3183;170 AVENUE EMILE NORMANDIN;17000;LA ROCHELLE;33546077444;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2654 LE HAVRE 8 MAI CAUCRIAUVILLE;2654;2782;267 RUE DU 8 MAI 1945;76100;LE HAVRE;33235491356;LV1;04K_WM3_L5000-USB;M3;#REF!;;;
CONTACT\2663 LE SOLER;2663;3169;RN 116;66270;LE SOLER;33468802664;LV1;03K_WI2;S2;#REF!;;;
CONTACT\2665 LE TREPORT CANADIENS;2665;2788;AVE DES CANADIENS;76470;LE TREPORT;33235831746;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2667 LES SALLES DU GARDON;2667;2792;RUE DU 8 MAI 1945;30110;LES SALLES DU GARDON;33466569096;KO;KO;KO;#REF!;;;
CONTACT\2671 LIEU SAINT AMAND;2671;2797;30 ROUTE NATIONALE;59111;LIEU-SAINT-AMAND;33327337293;KO;KO;KO;#REF!;;;
CONTACT\2681 TERVILLE;2681;1841;139 RUE DE VERDUN;57180;TERVILLE;33382529833;LV2;03K_WM3_L5000-USB;M3;#REF!;;;
CONTACT\2682 MARCQ EN BAROEUL GABRIEL;2682;1937;96 ALLEE GABRIEL;59700;MARCQ-EN-BAROEUL;33320834102;LV4;02K_WM3_L5000-USB;M3;#REF!;;;
CONTACT\2686 SAINTE SAVINE;2686;3093;134 AVENUE GALLIENI;10300;SAINTE SAVINE;33325453120;LV2;02K_WI2;S2;#REF!;;;
CONTACT\2691 EVRAN;2691;1888;34 BIS RUE DE L' HOPITAL;22630;EVRAN;33296274532;LV2;03K_WM3_L5000-USB;M3;#REF!;;;
CONTACT\2692 LOON PLAGE GRAVELINES;2692;2806;RUE DE GRAVELINES;59279;LOON PLAGE;33328581027;LV2;04K_WI2;S2;#REF!;;;
CONTACT\2739 VIEUX MAREUIL;2739;3318;LIEU DIT CHEZ NOILLAC;24340;VIEUX MAREUIL;33553604141;LV2;04K_WI2;S2;#REF!;;;
CONTACT\2740 CASSAGNES BEGONHES;2740;1923;LIEU DIT PLAISANCE;12120;CASSAGNES BEGONHES;33565698622;LV1;03K_WI2;S2;#REF!;;;
CONTACT\2742 PARMAIN ARCADES;2742;2975;C.C. LES ARCADES;95620;PARMAIN;33134690174;LV1;03K_WI2;S2;#REF!;;;
CONTACT\2757 POITIERS PATIS;2757;2986;ZAC DU PATIS;86000;POITIERS;33549000898;LV2;05K_WI2;S2;#REF!;;;
CONTACT\2763 SAINT MAURICE DE BEYNOST;2763;3157;"""LIEU DIT """"LES RANCHES"""" - RN 84""";1700;SAINT MAURICE DE BEYNOST;33478559974;KO;KO;KO;#REF!;;;
CONTACT\2772 SAINTE LUCE SUR LOIRE;2772;3932;LA CADOIRE;44980;SAINTE LUCE SUR LOIRE;33251137893;LV2;04K_WI2;S2;#REF!;;;
CONTACT\2779 SETE CLERVILLE;2779;3925;BOULEVARD CHEVALIER DE CLERVILLE;34200;SETE;33467537843;LV2;02K_WI2;S2;#REF!;;;
CONTACT\2793 SIX FOURS LES PLAGES;2793;3055;550 AVENUE DU MARECHAL JUIN;83140;SIX FOURS LES PLAGES;33494073152;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2796 TASSIN LA DEMI LUNE;2796;3155;156, RUE JOLIOT CURIE;69160;TASSIN-LA-DEMI-LUNE;33472590437;LV2;04K_WI2_2SCO-NCR;S2;#REF!;NCR;;NCR
CONTACT\2802 VENISSIEUX;2802;6480;77-79, AVENUE DE PRESSENSE;69200;VENISSIEUX;33478769116;KO;KO;KO;#REF!;;;
CONTACT\2807 VILLECRESNES;2807;3304;10, AVENUE FOREAU;94440;VILLECRESNES;33143827436;LV1;03K_WI2;S2;#REF!;;;
CONTACT\2816 WISSOUS;2816;3309;1, CHEMIN DE LA VALLEE;91320;WISSOUS;33164470538;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2817 YERRES GRANGE;2817;3311;C.C. LES ARCADES;91330;YERRES;33169486592;LV2;02K_WI2;S2;#REF!;;;
CONTACT\2818 RACQUINGHEM;2818;2997;41, ROUTE NATIONALE 43;62120;RACQUINGHEM;33391926314;LV4;03K_WI2;S2;#REF!;;;
CONTACT\2819 RAIMBEAUCOURT;2819;3282;RUE JULES FERRY;59283;RAIMBEAUCOURT;33327906533;LV1;02K_WI2;S2;#REF!;;;
CONTACT\2823 RICHARDMESNIL;2823;3285;43, RUE ALFRED DE VIGNY;54630;RICHARDMENIL;33383513145;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2827 ROGNAC;2827;3921;ROUTE NATIONALE 113, LIEUDIT LE BOSQUET;13340;ROGNAC;33442400901;LV3;03K_WI2;S2;#REF!;;;
CONTACT\2844 SAINT GEORGES LES BAINS;2844;1947;D86, LIEU-DIT LES COTES;7800;SAINT GEORGES LES BAINS;33475616908;LV2;04K_WI2;S2;#REF!;;;
CONTACT\2851 PONT DE METZ;2851;2988;CHEMIN DU MARAIS;80480;PONT DE METZ;33322958107;LV2;02K_WI2;S2;#REF!;;;
CONTACT\2859 NOGENT SUR MARNE;2859;3256;156, BIS BOULEVARD DE STRASBOURG;94130;NOGENT SUR MARNE;33148757194;KO;KO;KO;#REF!;;;
CONTACT\2862 NOZAY;2862;1950;2 RUE MARIE CURIE;44170;NOZAY;33240794087;LV2;03K_WM3_L5000-USB;M3;#REF!;;;
CONTACT\2864 ORAISON AILLAUD;2864;2911;AVENUE FLOURENS AILLAUD;4700;ORAISON;33492728145;LV4;04K_WM3_L5000-USB;M3;#REF!;;;
CONTACT\2883 CHATEAUNEUF LES MARTIGUE;2883;2665;CHEMIN DE PATAFLOUX-QUARTIER GABON;13220;CHATEAUNEUF-LES-MARTIGUE;33442795782;LV2;04K_WM3_L5000-USB;M3;#REF!;;;
CONTACT\2887 LES TAILLADES;2887;2793;50 ROUTE DE ROUBION;84300;LEMBEYE;33490751981;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2888 MAISONS ALFORT LECLERC;2888;3247;39, AVENUE DU GENERAL LECLERC;94700;MAISONS ALFORT;;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2893 MARSEILLE DUMAS;2893;3170;14, AVENUE ALEXANDRE DUMAS;13008;MARSEILLE;33486774442;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2901 MARSEILLE VAUBAN;2901;2851;9 BOULEVARD VAUBAN;13006;MARSEILLE;33491634977;LV1;03K_WM3;M3;#REF!;;;
CONTACT\2911 MONTJEAN SUR LOIRE;2911;3250;27 BIS RUE NATIONALE;49570;MONTJEAN SUR LOIRE;33241885379;LV2;04K_WI2;S2;#REF!;;;
CONTACT\2913 MONTPELLIER LOUP;2913;2877;672, RUE DU PAS DU LOUP;34000;MONTPELLIER;33467274058;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2920 NEMOURS;2920;2891;88 RUE DE PARIS;77140;NEMOURS;33164457725;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2924 VEZENOBRES;2924;1940;372 CHEMIN DE LA ROUVIERETTE;30360;VEZENOBRES;33466883462;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2926 VELINES;2926;3321;LIEU DIT LES REAUX;24230;VELINES;33553615261;LV2;04K_WI2;S2;#REF!;;;
CONTACT\2946 LEZIGNAN;2946;1953;BOULEVARD DU GENERAL GALLIENI;11200;LEZIGNAN-CORBIERES;33468273285;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2949 BRIGNAIS;2949;3768;213 AVENUE CHARLES DE GAULLE;69530;BRIGNAIS;33478599502;LV1;04K_WM3_L5000-USB;M3;#REF!;;;
CONTACT\2950 BAGNOLS EN FORET;2950;3772;RD4 ROUTE DE ST PAUL EN FORET;83600;BAGNOLS EN FORET;33498110411;LV2;04K_WI2;S2;#REF!;;;
CONTACT\2981 BREIL SUR ROYAT;2981;6502;RUE DES METIERS;6450;BREIL SUR ROYAT;33493797645;LV2;03K_WI2;S2;#REF!;;;
CONTACT\2983 LE FOUSSERET;2983;6508;LE FOUSSERET LES CLOTTES;31430;LE FOUSSERET;33561872762;LV2;03K_WI2;S2;#REF!;;;
CONTACT\3101 SAUXILLANGES;3101;6554;9 ROUTE D'ISSOIRE;63490;SAUXILLANGES;33473968669;LV2;03K_WI2;S2;#REF!;;;
CONTACT\3103 L ABSIE;3103;6558;2 RUE DE LA TAILLEE;79240;L'ABSIE;33549639504;LV2;04K_WI2;S2;#REF!;;;
CONTACT\3104 SAINT JUSTIN;3104;6548;"""LIEU DIT """" LAHOUEILLE""""""";40240;SAINT JUSTIN;33558512000;LV2;03K_WI2;S2;#REF!;;;
CONTACT\3112 ARTHEZ DE BEARN;3112;6575;ZA de n'haux;64370;ARTHEZ DE BEARN;33559091888;LV2;03K_WI2;S2;#REF!;;;
CONTACT\3113 ANDOUILLE BENOIST;3113;6549;1 RUE FREDERIC CHAPLET;53240;ANDOUILLE;33243697619;LV1;03K_WI2;S2;#REF!;;;
CONTACT\3114 KAYSESBERG;3114;6594;63 ROUTE DE LAPOUTROIE;68240;KAYSESBERG;33389736095;LV2;03K_WI2;S2;#REF!;;;
CONTACT\3115 CAMBO LES BAINS;3115;6572;17 ALLEE EDMOND ROSTAND;64250;CAMBO LES BAINS;33559299424;LV1;05K_WI2;S2;#REF!;;;
CONTACT\3120 LES LUCS SUR BOULOGNE;3120;6550;RD POINT DE VENDEE;85170;LES LUCS SUR BOULOGNE;33251312464;LV2;03K_WM3_L5000-USB;M3;#REF!;;;
CONTACT\3122 MARSEILLE MARCEL;3122;6593;73 BD DE ST MARCEL;13011;MARSEILLE;33491908515;LV2;04K_WI2;S2;#REF!;;;
CONTACT\3131 BURIE;3131;6673;20 BOULEVARD GOULBENEZE;17770;BURIE;33546958710;LV2;03K_WI2;S2;#REF!;;;
CONTACT\3132 CHAURAY TILLEULS;3132;6626;BOULEVARD DES TILLEULS;79180;CHAURAY;33549766200;LV1;03K_WI2;S2;#REF!;;;
CONTACT\3147 CASTRES FOCH;3147;6805;20 BOULEVARD DU MARECHAL FOCH;81100;CASTRES;33563590941;LV2;05K_WI2;S2;#REF!;;;
CONTACT\3152 SAINT LAURENT DU VAR;3152;6617;82 AVENUE JEAN AICARD;6700;SAINT LAURENT DU VAR;33493262277;LV2;04K_WI2;S2;#REF!;;;
CONTACT\3156 LES BORDES SUR ARIZE MARVEILLE;3156;6718;LIEU DIT MARVEILLE;9350;LES BORDES SUR ARIZE;33561688981;LV2;04K_WI2;S2;#REF!;;;
CONTACT\3173 LUDES PUISIEULX;3173;6713;8 RUE DE PUISIEULX;51500;LUDES;33326023783;LV2;03K_WI2;S2;#REF!;;;
CONTACT\3176 MASSIAC DE GAULLE;3176;6723;63 AVENUE GENERAL DE GAULLE;15500;MASSIAC;33471200028;LV2;03K_WI2;S2;#REF!;;;
CONTACT\3190 SOUGE LE GANELON;3190;6730;RUE DES ERABLES;72130;SOUGE LE GANELON;33243972039;LV2;03K_WI2;S2;#REF!;;;
CONTACT\3192 JUSSY VICTOIRE;3192;6737;AVENUE DE LA VICTOIRE;2480;JUSSY;33323673472;LV2;03K_WI2;S2;#REF!;;;
CONTACT\3201 ALBAN;3201;6778;LIEU DIT GINESTOUS;81250;ALBAN;33563347970;LV2;03K_WI2;S2;#REF!;;;
CONTACT\3213 SAINT JULIEN;3213;6842;Rue de la petite fin;21490;SAINT JULIEN;33380600102;LV3;03K_WI2;S2;#REF!;;;
CONTACT\3216 TETEGHEM CHAPEAU ROUGE;3216;6834;ROUTE DU CHAPEAU ROUGE;59229;TETEGHEM;33328212089;LV1;02K_WM3_L5000-USB;M3;#REF!;;;
CONTACT\3219 BAYONNE LORRAINE;3219;6859;BOULEVARD ALSACE LORRAINE;64100;BAYONNE;33559551018;LV1;05K_WI2;S2;#REF!;;;
CONTACT\3222 AMBOISE TOURS;3222;6844;42 RUE GREGOIRE DE TOURS;37400;AMBOISE;;LV2;03K_WI2;S2;#REF!;;;
CONTACT\3224 GUILHERAND GRANGES;3224;6907;RUE DU LANGUEDOC;7500;GUILHERAND GRANGES;33475617047;LV2;02K_WI2;S2;#REF!;;;
CONTACT\3226 POMAREZ;3226;6890;362 AVENUE DE LA COURSE LANDAISE;40360;POMAREZ;33558898440;LV1;05K_WI2;S2;#REF!;;;
CONTACT\3234 SAINT AYGULF VILLEPEY;3234;6879;ALLEES DES PETITS CHATEAUX DE VILLEPEY;83370;SAINT AYGULF;33967226684;LV2;04K_WI2;S2;#REF!;;;
CONTACT\3235 SAINT MARS SOUS BALLON;3235;6857;RUE DE ST LAURENT;72290;SAINT MARS SOUS BALLON;33243774916;LV1;03K_WI2;S2;#REF!;;;
CONTACT\3236 VALENCE SUR BAISE;3236;6889;ROUTE DE AUCH;32310;VALENCE SUR BAISE;33562287062;LV3;05K_WI2;S2;#REF!;;;
CONTACT\3237 OLORON SAINTE MARIE;3237;6920;11 RUE ALFRED DE VIGNY;64400;OLORON SAINTE MARIE;33559391193;LV3;04K_WI2;S2;#REF!;;;
CONTACT\3241 VILLEMANDEUR LIBERATION;3241;6971;32 BIS AVENUE DE LA LIBERATION;45700;VILLEMANDEUR;33975419491;LV3;03K_WI2;S2;#REF!;;;
CONTACT\3260 CAROMB;3260;618;169  ROUTE DE CARPENTRAS;84330;CAROMB;33490288156;LV3;04K_WI2;S2;#REF!;;;
CONTACT\3273 VENDEUVRE DU POITOU;3273;9143;ROUTE DE POITIERS;86300;VENDEUVRE DU POITOU;33549036125;LV3;04K_WI2;S2;#REF!;;;
CONTACT\3279 CHATEAUNEUF SUR CHARENTE;3279;9141;PLACE DE LA GARE;16120;CHATEAUNEUF SUR CHARENTE;33545970011;LV2;04K_WI2;S2;#REF!;;;
CONTACT\3280 DIGOSVILLE;3280;9140;LE BECQUET;50100;DIGOSVILLE;33233448392;LV2;02K_WI2;S2;#REF!;;;
CONTACT\3288 PLAN DE CUQUES;3288;9366;40 BD PASTEUR;13380;PLAN DE CUQUES;33491078474;LV3;03K_WI2;S2;#REF!;;;
CONTACT\3289 SAINT CHEF;3289;9566;RUE DE VERSIN;38890;SAINT CHEF;33474921413;LV3;03K_WI2;S2;#REF!;;;
CONTACT\3306 SALIES DU SALAT GARE;3306;9806;AVENUE DE LA GARE;31260;SALIES DU SALAT;33561906282;LV3;04K_WI2;S2;#REF!;;;
CONTACT\3328 OTA PORTO;3328;294;LIEU-DIT PORTO;20150;OTA;33495261092;LV1;03K_WI2;S2;#REF!;;;
CONTACT\3334 LAYRAC;3334;616;"LIEU DIT LA ""TUILERIE"" RN 21";47145;LAYRAC;;LV3;03K_WI2;S2;#REF!;;;
CONTACT\3337 NOAILLAN;3337;623;LE BOURG;33730;NOAILLAN ;33556653384;LV3;03K_WI2;S2;#REF!;;;
CONTACT\3339 LONGPRE LES CORPS SAINTS;3339;173;RUE DU 8 MAI ;80510;LONGPRE LES CORPS SAINTS ;33322318742;LV4;03K_WI2;S2;#REF!;;;
